step,mean_queue,mean_wait,mean_speed
100000,41.236111111111114,1112.9333333333334,1.9178601537927606
10000,70.925,58803.069444444445,1.719362788119936
110000,46.236111111111114,1972.0027777777777,1.8401137210976237
120000,45.45,1609.7416666666666,1.8476442761380254
130000,44.769444444444446,1432.1944444444443,1.8476762682014125
140000,125.75277777777778,106120.37777777777,0.27556904571207724
150000,124.19444444444444,105674.75277777777,0.2650512546170509
160000,125.82777777777778,109408.05833333333,0.21123571977913902
170000,108.525,75689.75833333333,0.5199908784110521
180000,125.89166666666667,109522.81666666667,0.19859050492672625
190000,125.8638888888889,109455.49166666667,0.20459869998125238
200000,107.73611111111111,75617.56944444444,0.5124095078608774
20000,82.175,32755.672222222223,1.837126980654595
30000,43.59444444444444,303.59722222222223,1.8258643638556113
40000,74.45,25256.51111111111,1.5197161511889794
50000,46.75833333333333,232.67222222222222,1.7111559980147029
60000,51.57222222222222,267.0861111111111,1.6081755095051748
70000,52.01111111111111,270.89166666666665,1.6033435622699954
80000,50.99722222222222,263.2416666666667,1.6315571880520414
90000,44.78888888888889,941.2694444444444,1.7892900207257116
999999,125.85555555555555,109460.4361111111,0.2056102006777136
