step,mean_queue,mean_wait,mean_speed
100000,41.605555555555554,1568.986111111111,1.8948597012431776
10000,112.025,59826.066666666666,1.6189403762639636
110000,41.18333333333333,1527.2472222222223,1.9058231511559796
120000,40.86666666666667,1157.111111111111,1.898317372938419
130000,34.52777777777778,1318.4444444444443,2.109481109764386
140000,32.852777777777774,967.5888888888888,2.169248052255194
150000,29.93611111111111,586.1277777777777,2.2667231957900533
160000,33.269444444444446,719.4638888888888,2.1054122971003033
170000,27.22222222222222,476.6166666666667,2.3795190099145027
180000,32.78333333333333,869.9388888888889,2.147570096604763
190000,31.83888888888889,680.4222222222222,2.158419710529905
200000,29.816666666666666,537.2388888888889,2.263091853995537
20000,58.736111111111114,18708.625,1.6753827583585001
30000,58.577777777777776,18650.88888888889,1.6782261122014086
40000,58.891666666666666,18696.069444444445,1.6650508368184787
50000,58.53611111111111,18713.875,1.6749053787274957
60000,54.6,6845.308333333333,1.7288511560464688
70000,42.55277777777778,1888.1916666666666,1.8832551475521655
80000,41.78333333333333,1668.736111111111,1.8877068370281547
90000,41.80833333333333,1510.036111111111,1.886167441536753
999999,31.508333333333333,649.6444444444444,2.196619714700203
