step,mean_queue,mean_wait,mean_speed
100000,46.105555555555554,1595.625,1.8299661387229536
10000,51.986111111111114,14802.391666666666,1.7778783512452012
110000,44.23888888888889,1610.8944444444444,1.8612459787864508
120000,43.82222222222222,1370.6805555555557,1.8814430913587383
130000,44.65277777777778,1581.3555555555556,1.866768106178814
140000,44.43055555555556,1415.3111111111111,1.8665316972655246
150000,45.080555555555556,1576.6944444444443,1.8527206854320362
160000,44.919444444444444,1657.6694444444445,1.8472940108023832
170000,44.31944444444444,1483.4055555555556,1.8738927687304239
180000,43.34722222222222,1399.2694444444444,1.8836297813319336
190000,43.486111111111114,1343.8055555555557,1.8805077479326326
200000,42.94444444444444,1224.0944444444444,1.8912061456964258
20000,52.03333333333333,14656.258333333333,1.7632999303569628
30000,45.66111111111111,4376.502777777778,1.8528294978782052
40000,30.266666666666666,141.8138888888889,2.0914895394440616
50000,40.7,1157.7416666666666,1.9214041235725665
60000,32.169444444444444,292.125,2.0529406706462088
70000,48.59166666666667,1888.9888888888888,1.8135693073414814
80000,48.27777777777778,2142.0694444444443,1.8039455482341118
90000,45.875,1557.9055555555556,1.8458000869030824
999999,43.78055555555556,1460.425,1.8723764385560286
