step,mean_queue,mean_wait,mean_speed
100000,100.18333333333334,45506.36944444444,1.7308003318761527
10000,113.18888888888888,60619.02222222222,1.6291164895844206
110000,91.55,38955.061111111114,1.8188375599117808
120000,94.89722222222223,41672.183333333334,1.7984370853479352
130000,94.1361111111111,42077.941666666666,1.798527453649515
140000,95.21944444444445,40952.64166666667,1.754684978093843
150000,91.48611111111111,39885.99444444444,1.8064507686540303
160000,81.7,12345.302777777777,1.9342757334707787
170000,66.45,6676.483333333334,2.170071974758424
180000,53.87777777777778,4444.138888888889,2.226826995090483
190000,26.836111111111112,839.2777777777778,2.6328409886005684
200000,25.233333333333334,737.0888888888888,2.6673992260669133
20000,113.125,61056.16388888889,1.6215116884172893
30000,112.77777777777777,60250.99722222222,1.614954598898523
40000,113.49444444444444,60868.052777777775,1.6243675154392188
50000,113.06666666666666,60556.5,1.6294837610922988
60000,107.98333333333333,50630.675,1.668795069454042
70000,100.98055555555555,44960.694444444445,1.7395108195732791
80000,91.03611111111111,39394.65555555555,1.833581310913051
90000,94.6,40334.84722222222,1.8051873630120114
999999,26.708333333333332,831.7666666666667,2.6686957700137035
