algo,reward,seed,flow,cycle_num,queue_length
dqn,wait-clip,s42,low,6,0.5384615384615384
dqn,wait-clip,s42,low,7,0.9411764705882353
dqn,wait-clip,s42,low,8,0.8
dqn,wait-clip,s42,low,9,1.5333333333333334
dqn,wait-clip,s42,low,10,0.5882352941176471
dqn,wait-clip,s42,low,11,1.1538461538461537
dqn,wait-clip,s42,low,12,1.0
dqn,wait-clip,s42,low,13,2.0
dqn,wait-clip,s42,low,14,1.1875
dqn,wait-clip,s42,low,15,1.1666666666666667
dqn,wait-clip,s42,low,16,1.2857142857142858
dqn,wait-clip,s42,low,17,0.9333333333333333
dqn,wait-clip,s42,low,18,1.0
dqn,wait-clip,s42,low,19,2.2
dqn,wait-clip,s42,low,20,0.875
dqn,wait-clip,s42,low,21,1.2307692307692308
dqn,wait-clip,s42,low,22,0.7692307692307693
dqn,wait-clip,s42,low,23,1.5714285714285714
dqn,wait-clip,s42,low,24,1.6666666666666667
dqn,wait-clip,s42,low,25,0.9375
dqn,wait-clip,s42,low,26,0.9230769230769231
dqn,wait-clip,s42,low,27,2.1333333333333333
dqn,wait-clip,s42,low,28,2.0
dqn,wait-clip,s42,low,29,1.625
dqn,wait-clip,s42,low,30,1.3125
dqn,wait-clip,s42,low,31,0.7142857142857143
dqn,wait-clip,s42,low,32,1.2307692307692308
dqn,wait-clip,s42,low,33,1.6470588235294117
dqn,wait-clip,s42,low,34,0.9230769230769231
dqn,wait-clip,s42,low,35,0.3333333333333333
dqn,wait-clip,s42,low,36,0.6875
dqn,wait-clip,s42,low,37,0.4666666666666667
dqn,wait-clip,s42,low,38,0.6428571428571429
dqn,wait-clip,s42,low,39,1.125
dqn,wait-clip,s42,low,40,1.0
dqn,wait-clip,s42,low,41,0.26666666666666666
dqn,wait-clip,s42,low,42,0.7857142857142857
dqn,wait-clip,s42,low,43,0.5625
dqn,wait-clip,s42,low,44,0.6666666666666666
dqn,wait-clip,s42,low,45,1.2666666666666666
dqn,wait-clip,s42,low,46,0.8125
dqn,wait-clip,s42,low,47,0.8125
dqn,wait-clip,s42,low,48,1.8333333333333333
dqn,wait-clip,s42,low,49,2.2142857142857144
dqn,wait-clip,s42,low,50,1.4615384615384615
dqn,wait-clip,s42,low,51,1.6
dqn,wait-clip,s42,low,52,1.0714285714285714
dqn,wait-clip,s42,low,53,1.5714285714285714
dqn,wait-clip,s42,low,54,1.75
dqn,wait-clip,s42,low,55,1.2222222222222223
dqn,wait-clip,s777,high,0,1.1538461538461537
dqn,wait-clip,s777,high,1,3.6666666666666665
dqn,wait-clip,s777,high,2,3.7857142857142856
dqn,wait-clip,s777,high,3,3.3846153846153846
dqn,wait-clip,s777,high,4,3.857142857142857
dqn,wait-clip,s777,high,5,2.4545454545454546
dqn,wait-clip,s777,high,6,3.090909090909091
dqn,wait-clip,s777,high,7,4.214285714285714
dqn,wait-clip,s777,high,8,5.0
dqn,wait-clip,s777,high,9,3.0
dqn,wait-clip,s777,high,10,4.615384615384615
dqn,wait-clip,s777,high,11,4.071428571428571
dqn,wait-clip,s777,high,12,3.5
dqn,wait-clip,s777,high,13,3.111111111111111
dqn,wait-clip,s777,high,14,5.076923076923077
dqn,wait-clip,s777,high,15,4.666666666666667
dqn,wait-clip,s777,high,16,5.0
dqn,wait-clip,s777,high,17,4.181818181818182
dqn,wait-clip,s777,high,18,3.6666666666666665
dqn,wait-clip,s777,high,19,4.0
dqn,wait-clip,s777,high,20,5.0
dqn,wait-clip,s777,high,21,5.333333333333333
dqn,wait-clip,s777,high,22,3.6363636363636362
dqn,wait-clip,s777,high,23,3.3846153846153846
dqn,wait-clip,s777,high,24,3.6666666666666665
dqn,wait-clip,s777,high,25,4.071428571428571
dqn,wait-clip,s777,high,26,5.25
dqn,wait-clip,s777,high,27,5.538461538461538
dqn,wait-clip,s777,high,28,4.545454545454546
dqn,wait-clip,s777,high,29,5.75
dqn,wait-clip,s777,high,30,4.916666666666667
dqn,wait-clip,s777,high,31,3.4545454545454546
dqn,wait-clip,s777,high,32,2.7333333333333334
dqn,wait-clip,s777,high,33,3.4166666666666665
dqn,wait-clip,s777,high,34,4.2727272727272725
dqn,wait-clip,s777,high,35,3.090909090909091
dqn,wait-clip,s777,high,36,4.3076923076923075
dqn,wait-clip,s777,high,37,3.3125
dqn,wait-clip,s777,high,38,3.727272727272727
dqn,wait-clip,s777,high,39,3.076923076923077
dqn,wait-clip,s777,high,40,4.928571428571429
dqn,wait-clip,s777,high,41,5.066666666666666
dqn,wait-clip,s777,high,42,3.3333333333333335
dqn,wait-clip,s777,high,43,3.1818181818181817
dqn,wait-clip,s777,high,44,3.923076923076923
dqn,wait-clip,s777,high,45,3.769230769230769
dqn,wait-clip,s777,high,46,4.0
dqn,wait-clip,s777,high,47,5.071428571428571
dqn,wait-clip,s777,high,48,3.9166666666666665
dqn,wait-clip,s777,high,49,3.3333333333333335
dqn,wait-clip,s777,high,50,5.8
dqn,wait-clip,s777,high,51,5.083333333333333
dqn,wait-clip,s777,high,52,5.357142857142857
dqn,wait-clip,s777,high,53,5.071428571428571
dqn,wait-clip,s777,high,54,1.6666666666666667
dqn,wait-clip,s777,high,55,1.875
dqn,wait-clip,s777,medium,0,0.7857142857142857
dqn,wait-clip,s777,medium,1,2.1818181818181817
dqn,wait-clip,s777,medium,2,1.7333333333333334
dqn,wait-clip,s777,medium,3,2.6666666666666665
dqn,wait-clip,s777,medium,4,2.4285714285714284
dqn,wait-clip,s777,medium,5,1.5384615384615385
dqn,wait-clip,s777,medium,6,2.9166666666666665
dqn,wait-clip,s777,medium,7,2.7142857142857144
dqn,wait-clip,s777,medium,8,2.769230769230769
dqn,wait-clip,s777,medium,9,2.3
dqn,wait-clip,s777,medium,10,3.375
dqn,wait-clip,s777,medium,11,1.9090909090909092
dqn,wait-clip,s777,medium,12,1.3571428571428572
dqn,wait-clip,s777,medium,13,3.4375
dqn,wait-clip,s777,medium,14,2.3076923076923075
dqn,wait-clip,s777,medium,15,1.4285714285714286
dqn,wait-clip,s777,medium,16,2.5625
dqn,wait-clip,s777,medium,17,2.642857142857143
dqn,wait-clip,s777,medium,18,2.4285714285714284
dqn,wait-clip,s777,medium,19,2.1333333333333333
dqn,wait-clip,s777,medium,20,3.727272727272727
dqn,wait-clip,s777,medium,21,2.076923076923077
dqn,wait-clip,s777,medium,22,2.0625
dqn,wait-clip,s777,medium,23,3.2
dqn,wait-clip,s777,medium,24,3.375
dqn,wait-clip,s777,medium,25,2.4285714285714284
dqn,wait-clip,s777,medium,26,2.076923076923077
dqn,wait-clip,s777,medium,27,2.6875
dqn,wait-clip,s777,medium,28,2.6666666666666665
dqn,wait-clip,s777,medium,29,1.9285714285714286
dqn,wait-clip,s777,medium,30,2.142857142857143
dqn,wait-clip,s777,medium,31,3.9375
dqn,wait-clip,s777,medium,32,3.2857142857142856
dqn,wait-clip,s777,medium,33,1.7272727272727273
dqn,wait-clip,s777,medium,34,2.9375
dqn,wait-clip,s777,medium,35,2.3636363636363638
dqn,wait-clip,s777,medium,36,2.0625
dqn,wait-clip,s777,medium,37,2.8333333333333335
dqn,wait-clip,s777,medium,38,2.230769230769231
dqn,wait-clip,s777,medium,39,2.25
dqn,wait-clip,s777,medium,40,0.5
dqn,wait-clip,s777,medium,41,2.466666666666667
dqn,wait-clip,s777,medium,42,1.9166666666666667
dqn,wait-clip,s777,medium,43,2.4
dqn,wait-clip,s777,medium,44,1.3636363636363635
dqn,wait-clip,s777,medium,45,2.2666666666666666
dqn,wait-clip,s777,medium,46,3.4615384615384617
dqn,wait-clip,s777,medium,47,2.5
dqn,wait-clip,s777,medium,48,2.3846153846153846
dqn,wait-clip,s777,medium,49,2.3333333333333335
dqn,wait-clip,s777,medium,50,2.9166666666666665
dqn,wait-clip,s777,medium,51,2.7857142857142856
dqn,wait-clip,s777,medium,52,2.6666666666666665
dqn,wait-clip,s777,medium,53,2.1875
dqn,wait-clip,s777,medium,54,2.357142857142857
dqn,wait-clip,s777,medium,55,1.8571428571428572
dqn,wait-clip,s777,low,0,0.7142857142857143
dqn,wait-clip,s777,low,1,1.3571428571428572
dqn,wait-clip,s777,low,2,0.7857142857142857
dqn,wait-clip,s777,low,3,1.0
dqn,wait-clip,s777,low,4,0.625
dqn,wait-clip,s777,low,5,1.0
dqn,wait-clip,s777,low,6,0.38461538461538464
dqn,wait-clip,s777,low,7,0.875
dqn,wait-clip,s777,low,8,0.75
dqn,wait-clip,s777,low,9,1.6
dqn,wait-clip,s777,low,10,0.5882352941176471
dqn,wait-clip,s777,low,11,1.1538461538461537
dqn,wait-clip,s777,low,12,0.9333333333333333
dqn,wait-clip,s777,low,13,1.9411764705882353
dqn,wait-clip,s777,low,14,1.125
dqn,wait-clip,s777,low,15,0.9230769230769231
dqn,wait-clip,s777,low,16,0.9230769230769231
dqn,wait-clip,s777,low,17,0.8666666666666667
dqn,wait-clip,s777,low,18,1.3076923076923077
dqn,wait-clip,s777,low,19,2.1333333333333333
dqn,wait-clip,s777,low,20,0.875
dqn,wait-clip,s777,low,21,1.0909090909090908
dqn,wait-clip,s777,low,22,0.8
dqn,wait-clip,s777,low,23,1.5
dqn,wait-clip,s777,low,24,1.6666666666666667
dqn,wait-clip,s777,low,25,0.9375
dqn,wait-clip,s777,low,26,1.1538461538461537
dqn,wait-clip,s777,low,27,2.0
dqn,wait-clip,s777,low,28,1.9375
dqn,wait-clip,s777,low,29,1.5625
dqn,wait-clip,s777,low,30,1.4375
dqn,wait-clip,s777,low,31,0.7692307692307693
dqn,wait-clip,s777,low,32,1.1666666666666667
dqn,wait-clip,s777,low,33,1.6470588235294117
dqn,wait-clip,s777,low,34,0.9285714285714286
dqn,wait-clip,s777,low,35,0.5833333333333334
dqn,wait-clip,s777,low,36,0.625
dqn,wait-clip,s777,low,37,0.625
dqn,wait-clip,s777,low,38,0.5333333333333333
dqn,wait-clip,s777,low,39,1.2666666666666666
dqn,wait-clip,s777,low,40,1.0
dqn,wait-clip,s777,low,41,0.26666666666666666
dqn,wait-clip,s777,low,42,0.7857142857142857
dqn,wait-clip,s777,low,43,0.5625
dqn,wait-clip,s777,low,44,0.6428571428571429
dqn,wait-clip,s777,low,45,1.2666666666666666
dqn,wait-clip,s777,low,46,0.8125
dqn,wait-clip,s777,low,47,0.9375
dqn,wait-clip,s777,low,48,1.9285714285714286
dqn,wait-clip,s777,low,49,2.142857142857143
dqn,wait-clip,s777,low,50,1.4615384615384615
dqn,wait-clip,s777,low,51,1.5333333333333334
dqn,wait-clip,s777,low,52,1.1428571428571428
dqn,wait-clip,s777,low,53,1.5714285714285714
dqn,wait-clip,s777,low,54,1.75
dqn,wait-clip,s777,low,55,1.2222222222222223
ppo,average-speed,s123,high,0,1.4444444444444444
ppo,average-speed,s123,high,1,2.0
ppo,average-speed,s123,high,2,1.8333333333333333
ppo,average-speed,s123,high,3,1.7222222222222223
ppo,average-speed,s123,high,4,1.8333333333333333
ppo,average-speed,s123,high,5,3.9444444444444446
ppo,average-speed,s123,high,6,2.888888888888889
ppo,average-speed,s123,high,7,3.0555555555555554
ppo,average-speed,s123,high,8,3.5
ppo,average-speed,s123,high,9,2.2777777777777777
ppo,average-speed,s123,high,10,2.2777777777777777
ppo,average-speed,s123,high,11,2.6666666666666665
ppo,average-speed,s123,high,12,3.3333333333333335
ppo,average-speed,s123,high,13,3.4444444444444446
ppo,average-speed,s123,high,14,2.2222222222222223
ppo,average-speed,s123,high,15,1.8888888888888888
ppo,average-speed,s123,high,16,2.611111111111111
ppo,average-speed,s123,high,17,2.5555555555555554
ppo,average-speed,s123,high,18,2.3333333333333335
ppo,average-speed,s123,high,19,3.5555555555555554
ppo,average-speed,s123,high,20,2.4444444444444446
ppo,average-speed,s123,high,21,2.4444444444444446
ppo,average-speed,s123,high,22,2.611111111111111
ppo,average-speed,s123,high,23,4.611111111111111
ppo,average-speed,s123,high,24,2.111111111111111
ppo,average-speed,s123,high,25,2.2777777777777777
ppo,average-speed,s123,high,26,4.0
ppo,average-speed,s123,high,27,3.888888888888889
ppo,average-speed,s123,high,28,1.1666666666666667
ppo,average-speed,s123,high,29,2.7222222222222223
ppo,average-speed,s123,high,30,1.9444444444444444
ppo,average-speed,s123,high,31,2.7222222222222223
ppo,average-speed,s123,high,32,2.0555555555555554
ppo,average-speed,s123,high,33,4.222222222222222
ppo,average-speed,s123,high,34,2.3333333333333335
ppo,average-speed,s123,high,35,3.111111111111111
ppo,average-speed,s123,high,36,2.888888888888889
ppo,average-speed,s123,high,37,2.3333333333333335
ppo,average-speed,s123,high,38,2.611111111111111
ppo,average-speed,s123,high,39,3.5
ppo,average-speed,s123,high,40,2.0
ppo,average-speed,s123,high,41,2.4444444444444446
ppo,average-speed,s123,high,42,3.1666666666666665
ppo,average-speed,s123,high,43,3.2777777777777777
ppo,average-speed,s123,high,44,1.9444444444444444
ppo,average-speed,s123,high,45,2.611111111111111
ppo,average-speed,s123,high,46,3.7222222222222223
ppo,average-speed,s123,high,47,3.611111111111111
ppo,average-speed,s123,high,48,3.1666666666666665
ppo,average-speed,s123,high,49,3.388888888888889
ppo,average-speed,s123,high,50,2.888888888888889
ppo,average-speed,s123,high,51,3.6666666666666665
ppo,average-speed,s123,high,52,3.2222222222222223
ppo,average-speed,s123,high,53,2.7777777777777777
ppo,average-speed,s123,high,54,2.5
ppo,average-speed,s123,high,55,2.9
ppo,average-speed,s123,medium,0,0.8333333333333334
ppo,average-speed,s123,medium,1,1.5555555555555556
ppo,average-speed,s123,medium,2,0.8888888888888888
ppo,average-speed,s123,medium,3,1.6666666666666667
ppo,average-speed,s123,medium,4,0.7222222222222222
ppo,average-speed,s123,medium,5,2.1666666666666665
ppo,average-speed,s123,medium,6,1.6666666666666667
ppo,average-speed,s123,medium,7,1.6666666666666667
ppo,average-speed,s123,medium,8,1.9444444444444444
ppo,average-speed,s123,medium,9,2.2222222222222223
ppo,average-speed,s123,medium,10,1.2222222222222223
ppo,average-speed,s123,medium,11,1.0
ppo,average-speed,s123,medium,12,1.0
ppo,average-speed,s123,medium,13,2.388888888888889
ppo,average-speed,s123,medium,14,1.2777777777777777
ppo,average-speed,s123,medium,15,1.4444444444444444
ppo,average-speed,s123,medium,16,1.3888888888888888
ppo,average-speed,s123,medium,17,1.3888888888888888
ppo,average-speed,s123,medium,18,1.7222222222222223
ppo,average-speed,s123,medium,19,1.3888888888888888
ppo,average-speed,s123,medium,20,2.388888888888889
ppo,average-speed,s123,medium,21,2.2222222222222223
ppo,average-speed,s123,medium,22,0.3333333333333333
ppo,average-speed,s123,medium,23,0.8333333333333334
ppo,average-speed,s123,medium,24,1.7777777777777777
ppo,average-speed,s123,medium,25,2.3333333333333335
ppo,average-speed,s123,medium,26,1.3888888888888888
ppo,average-speed,s123,medium,27,1.5
ppo,average-speed,s123,medium,28,1.5
ppo,average-speed,s123,medium,29,1.1111111111111112
ppo,average-speed,s123,medium,30,0.8888888888888888
ppo,average-speed,s123,medium,31,1.3333333333333333
ppo,average-speed,s123,medium,32,0.9444444444444444
ppo,average-speed,s123,medium,33,2.0555555555555554
ppo,average-speed,s123,medium,34,2.0555555555555554
ppo,average-speed,s123,medium,35,0.8333333333333334
ppo,average-speed,s123,medium,36,0.6111111111111112
ppo,average-speed,s123,medium,37,1.8888888888888888
ppo,average-speed,s123,medium,38,2.111111111111111
ppo,average-speed,s123,medium,39,2.4444444444444446
ppo,average-speed,s123,medium,40,0.8333333333333334
ppo,average-speed,s123,medium,41,2.5555555555555554
ppo,average-speed,s123,medium,42,2.3333333333333335
ppo,average-speed,s123,medium,43,2.8333333333333335
ppo,average-speed,s123,medium,44,1.1666666666666667
ppo,average-speed,s123,medium,45,2.1666666666666665
ppo,average-speed,s123,medium,46,1.0555555555555556
ppo,average-speed,s123,medium,47,1.1111111111111112
ppo,average-speed,s123,medium,48,1.6111111111111112
ppo,average-speed,s123,medium,49,1.0555555555555556
ppo,average-speed,s123,medium,50,1.4444444444444444
ppo,average-speed,s123,medium,51,0.8333333333333334
ppo,average-speed,s123,medium,52,1.1111111111111112
ppo,average-speed,s123,medium,53,2.2777777777777777
ppo,average-speed,s123,medium,54,2.2222222222222223
ppo,average-speed,s123,medium,55,1.4
ppo,average-speed,s123,low,0,0.6111111111111112
ppo,average-speed,s123,low,1,0.7777777777777778
ppo,average-speed,s123,low,2,0.4444444444444444
ppo,average-speed,s123,low,3,0.6666666666666666
ppo,average-speed,s123,low,4,0.5555555555555556
ppo,average-speed,s123,low,5,1.1111111111111112
ppo,average-speed,s123,low,6,0.6111111111111112
ppo,average-speed,s123,low,7,0.5
ppo,average-speed,s123,low,8,0.7222222222222222
ppo,average-speed,s123,low,9,0.8888888888888888
ppo,average-speed,s123,low,10,0.7222222222222222
ppo,average-speed,s123,low,11,1.6666666666666667
ppo,average-speed,s123,low,12,0.4444444444444444
ppo,average-speed,s123,low,13,1.1111111111111112
ppo,average-speed,s123,low,14,0.6666666666666666
ppo,average-speed,s123,low,15,1.0555555555555556
ppo,average-speed,s123,low,16,0.9444444444444444
ppo,average-speed,s123,low,17,1.0555555555555556
ppo,average-speed,s123,low,18,0.8888888888888888
ppo,average-speed,s123,low,19,0.8333333333333334
ppo,average-speed,s123,low,20,0.3888888888888889
ppo,average-speed,s123,low,21,0.8333333333333334
ppo,average-speed,s123,low,22,0.7222222222222222
ppo,average-speed,s123,low,23,1.1666666666666667
ppo,average-speed,s123,low,24,0.7777777777777778
ppo,average-speed,s123,low,25,0.8333333333333334
ppo,average-speed,s123,low,26,0.7222222222222222
ppo,average-speed,s123,low,27,1.1666666666666667
ppo,average-speed,s123,low,28,0.6111111111111112
ppo,average-speed,s123,low,29,1.1111111111111112
ppo,average-speed,s123,low,30,0.7222222222222222
ppo,average-speed,s123,low,31,0.7777777777777778
ppo,average-speed,s123,low,32,0.7222222222222222
ppo,average-speed,s123,low,33,0.5
ppo,average-speed,s123,low,34,0.5
ppo,average-speed,s123,low,35,1.3333333333333333
ppo,average-speed,s123,low,36,0.9444444444444444
ppo,average-speed,s123,low,37,0.5
ppo,average-speed,s123,low,38,0.7777777777777778
ppo,average-speed,s123,low,39,1.2222222222222223
ppo,average-speed,s123,low,40,0.6666666666666666
ppo,average-speed,s123,low,41,0.05555555555555555
ppo,average-speed,s123,low,42,0.9444444444444444
ppo,average-speed,s123,low,43,0.3333333333333333
ppo,average-speed,s123,low,44,0.2777777777777778
ppo,average-speed,s123,low,45,0.6666666666666666
ppo,average-speed,s123,low,46,0.4444444444444444
ppo,average-speed,s123,low,47,0.6666666666666666
ppo,average-speed,s123,low,48,0.7222222222222222
ppo,average-speed,s123,low,49,1.2222222222222223
ppo,average-speed,s123,low,50,0.5
ppo,average-speed,s123,low,51,1.0
ppo,average-speed,s123,low,52,1.1111111111111112
ppo,average-speed,s123,low,53,1.3333333333333333
ppo,average-speed,s123,low,54,1.2222222222222223
ppo,average-speed,s123,low,55,1.1
