algo,reward,seed,flow,cycle_num,queue_length
dqn,wait-clip,s42,high,28,5.0
dqn,wait-clip,s42,high,29,6.076923076923077
dqn,wait-clip,s42,high,30,4.833333333333333
dqn,wait-clip,s42,high,31,3.8
dqn,wait-clip,s42,high,32,2.7333333333333334
dqn,wait-clip,s42,high,33,3.4
dqn,wait-clip,s42,high,34,3.5833333333333335
dqn,wait-clip,s42,high,35,3.909090909090909
dqn,wait-clip,s42,high,36,4.0
dqn,wait-clip,s42,high,37,3.3125
dqn,wait-clip,s42,high,38,3.9
dqn,wait-clip,s42,high,39,3.8
dqn,wait-clip,s42,high,40,5.4
dqn,wait-clip,s42,high,41,4.933333333333334
dqn,wait-clip,s42,high,42,3.4615384615384617
dqn,wait-clip,s42,high,43,2.8
dqn,wait-clip,s42,high,44,3.909090909090909
dqn,wait-clip,s42,high,45,3.75
dqn,wait-clip,s42,high,46,3.2857142857142856
dqn,wait-clip,s42,high,47,4.3076923076923075
dqn,wait-clip,s42,high,48,4.833333333333333
dqn,wait-clip,s42,high,49,2.4166666666666665
dqn,wait-clip,s42,high,50,6.583333333333333
dqn,wait-clip,s42,high,51,5.25
dqn,wait-clip,s42,high,52,6.3076923076923075
dqn,wait-clip,s42,high,53,5.615384615384615
dqn,wait-clip,s42,high,54,2.1818181818181817
dqn,wait-clip,s42,high,55,1.875
dqn,wait-clip,s42,medium,0,0.8571428571428571
dqn,wait-clip,s42,medium,1,1.6923076923076923
dqn,wait-clip,s42,medium,2,1.3333333333333333
dqn,wait-clip,s42,medium,3,2.6666666666666665
dqn,wait-clip,s42,medium,4,2.25
dqn,wait-clip,s42,medium,5,1.4285714285714286
dqn,wait-clip,s42,medium,6,2.857142857142857
dqn,wait-clip,s42,medium,7,2.923076923076923
dqn,wait-clip,s42,medium,8,2.6153846153846154
dqn,wait-clip,s42,medium,9,2.3333333333333335
dqn,wait-clip,s42,medium,10,3.0625
dqn,wait-clip,s42,medium,11,2.272727272727273
dqn,wait-clip,s42,medium,12,1.4285714285714286
dqn,wait-clip,s42,medium,13,3.5
dqn,wait-clip,s42,medium,14,2.230769230769231
dqn,wait-clip,s42,medium,15,1.5
dqn,wait-clip,s42,medium,16,2.4375
dqn,wait-clip,s42,medium,17,2.7142857142857144
dqn,wait-clip,s42,medium,18,2.857142857142857
dqn,wait-clip,s42,medium,19,2.066666666666667
dqn,wait-clip,s42,medium,20,3.6363636363636362
dqn,wait-clip,s42,medium,21,2.4615384615384617
dqn,wait-clip,s42,medium,22,2.0625
dqn,wait-clip,s42,medium,23,3.3076923076923075
dqn,wait-clip,s42,medium,24,3.25
dqn,wait-clip,s42,medium,25,2.8333333333333335
dqn,wait-clip,s42,medium,26,2.1538461538461537
dqn,wait-clip,s42,medium,27,2.5625
dqn,wait-clip,s42,medium,28,2.6666666666666665
dqn,wait-clip,s42,medium,29,1.9230769230769231
dqn,wait-clip,s42,medium,30,1.8571428571428572
dqn,wait-clip,s42,medium,31,3.6
dqn,wait-clip,s42,medium,32,4.0
dqn,wait-clip,s42,medium,33,1.4545454545454546
dqn,wait-clip,s42,medium,34,2.8125
dqn,wait-clip,s42,medium,35,2.2142857142857144
dqn,wait-clip,s42,medium,36,2.0714285714285716
dqn,wait-clip,s42,medium,37,2.75
dqn,wait-clip,s42,medium,38,2.5
dqn,wait-clip,s42,medium,39,2.4
dqn,wait-clip,s42,medium,40,0.8333333333333334
dqn,wait-clip,s42,medium,41,2.4285714285714284
dqn,wait-clip,s42,medium,42,1.9090909090909092
dqn,wait-clip,s42,medium,43,2.3846153846153846
dqn,wait-clip,s42,medium,44,1.3333333333333333
dqn,wait-clip,s42,medium,45,2.142857142857143
dqn,wait-clip,s42,medium,46,3.4615384615384617
dqn,wait-clip,s42,medium,47,2.6666666666666665
dqn,wait-clip,s42,medium,48,2.230769230769231
dqn,wait-clip,s42,medium,49,2.2857142857142856
dqn,wait-clip,s42,medium,50,2.7
dqn,wait-clip,s42,medium,51,3.4285714285714284
dqn,wait-clip,s42,medium,52,2.5833333333333335
dqn,wait-clip,s42,medium,53,2.1875
dqn,wait-clip,s42,medium,54,2.1538461538461537
dqn,wait-clip,s42,medium,55,2.857142857142857
dqn,wait-clip,s42,low,0,0.7142857142857143
dqn,wait-clip,s42,low,1,1.3571428571428572
dqn,wait-clip,s42,low,2,0.7857142857142857
dqn,wait-clip,s42,low,3,1.0
dqn,wait-clip,s42,low,4,0.625
dqn,wait-clip,s42,low,5,0.9333333333333333
