step,mean_queue,mean_wait,mean_speed
100000,59.541666666666664,22654.17777777778,1.9308441135448369
10000,113.125,60847.36111111111,1.6420556166939857
110000,58.47222222222222,18650.32222222222,1.678679633685202
120000,101.575,52188.13333333333,1.681317381365472
130000,105.42222222222222,55424.15833333333,1.6477552909224058
140000,46.297222222222224,7008.416666666667,1.837993050724487
150000,79.625,34146.21111111111,1.7758333208652781
160000,65.05,24822.644444444446,1.7903725866349767
170000,58.827777777777776,21715.383333333335,1.8955548382068754
180000,60.86944444444445,22727.430555555555,1.9261475769986
190000,56.91111111111111,20606.277777777777,1.907704694701649
200000,38.925,4943.583333333333,2.082291261992727
20000,45.69444444444444,6775.205555555555,1.8618178560483511
30000,62.80555555555556,22053.425,1.6266760158992954
40000,58.62222222222222,18711.411111111112,1.6716422808098772
50000,57.111111111111114,18712.56111111111,1.7330850387882024
60000,62.68888888888889,21985.977777777778,1.627000592574925
70000,73.76388888888889,29882.80277777778,1.7709253580187079
80000,62.93888888888889,22075.391666666666,1.623734754412448
90000,58.18055555555556,18709.963888888888,1.6893945668357035
999999,72.29722222222222,32274.319444444445,1.9178502152073702
