algo,reward,seed,mean_queue,mean_wait,mean_wait_per_veh,mean_speed,throughput,mean_travel_time,total_reward
ppo,pressure,s1111,6.280555555555556,1088.2472222222223,9.749100102073555,8.31320872628006,2672,54.32260479041916,-8.51370379870059
ppo,pressure,s123,1.8611111111111112,34.75833333333333,0.5120657305306001,9.067720930180842,2821,54.271534916696204,-3.408518660318805
ppo,pressure,s2025,15.575,28871.840277777777,168.97726591861937,5.612985674266578,2543,53.94219425874951,-20.338518724398455
ppo,pressure,s2718,2.1791666666666667,59.46805555555556,0.7396285203361376,8.962616449223278,2821,56.14675646933711,-3.8537038492504507
ppo,pressure,s314,1.8083333333333333,47.670833333333334,0.6354400584288912,9.021232930927612,2822,54.91672572643515,-3.3000001288892236
ppo,pressure,s42,25.20277777777778,50905.1625,254.11101405931734,4.78083891193817,2464,54.028003246753244,-32.581111331121065
ppo,pressure,s5678,56.608333333333334,228902.575,550.7158805259745,2.996283069893731,1496,52.24598930481283,-61.76740836247336
ppo,pressure,s777,55.22638888888889,228184.7861111111,546.6866758558642,3.033746784430289,1500,51.35333333333333,-61.002963930834085
ppo,pressure,s999,57.77777777777778,256344.6277777778,527.9056916169714,2.932200203384805,1351,51.72094744633605,-61.93259058732656
ppo,pressure,s9999,1.7180555555555554,69.28611111111111,0.8893525228740266,8.91580194930779,2823,56.16011335458732,-3.1618520004558377
ppo,queue,s1111,2.0166666666666666,53.90416666666667,0.7251857812496973,8.95502528035778,2821,56.04927330733782,-3.6085186630371027
ppo,queue,s123,2.0972222222222223,46.87361111111111,0.664791194187235,8.860078139666209,2817,56.324103656372024,-3.6862964367319364
ppo,queue,s2025,1.9305555555555556,56.47361111111111,0.8001223990775751,8.895079479809219,2820,56.184397163120565,-3.4333334787515923
ppo,queue,s2718,2.051388888888889,54.951388888888886,0.7600272075752994,8.915538160434384,2818,56.26153300212917,-3.6422223818080965
ppo,queue,s314,1.875,56.765277777777776,0.7657090610900711,8.906212469670724,2821,55.926976249556894,-3.392592729534954
ppo,queue,s42,1.9638888888888888,54.68333333333333,0.7178475647200429,8.936077160489592,2824,55.97556657223796,-3.516666838724632
ppo,queue,s5678,59.044444444444444,234620.64583333334,557.9227415939923,2.97776285452686,1489,52.09200805910007,-63.584442049468635
ppo,queue,s777,1.9805555555555556,49.08611111111111,0.6671873397956464,8.978406090004249,2822,55.45535081502481,-3.532963099598419
ppo,queue,s999,57.11666666666667,235920.39305555556,561.9168749445386,2.9464929539638818,1479,52.35632183908046,-61.5881489199237
ppo,queue,s9999,25.016666666666666,51823.38611111111,255.19821259214166,4.758914512079883,2458,55.195280716029295,-31.993333849794
ppo,wait-clip,s1111,13.483333333333333,26317.933333333334,163.72211946841202,5.758180111389586,2578,54.42979053529868,-18.61370376011473
ppo,wait-clip,s123,2.0194444444444444,45.57361111111111,0.6883502704605517,9.002109629462677,2820,55.3758865248227,-3.6051853215903975
ppo,wait-clip,s2025,1.9708333333333334,39.65416666666667,0.6160477929714934,8.999859706742095,2823,55.02125398512221,-3.5581482939305715
ppo,wait-clip,s2718,25.068055555555556,52913.49166666667,254.15294102471367,4.780784118760541,2440,53.868852459016395,-32.28370398565312
ppo,wait-clip,s314,1.7805555555555554,55.15416666666667,0.7457079088473942,9.019417113896607,2822,55.05138199858256,-3.2618520245305263
ppo,wait-clip,s42,15.277777777777779,28807.594444444443,169.3887315014757,5.724993114507084,2544,52.93238993710692,-19.992222291737562
ppo,wait-clip,s5678,1.9291666666666667,50.6875,0.6784153187072322,9.042965296239657,2821,55.714285714285715,-3.5196297804650385
ppo,wait-clip,s777,2.0972222222222223,62.28194444444444,0.7817187813284577,8.990133147321936,2820,55.62234042553192,-3.694074221421033
ppo,wait-clip,s999,2.0541666666666667,61.230555555555554,0.7916242289136934,8.880587206329928,2824,57.06267705382436,-3.684074218501337
ppo,wait-clip,s9999,1.8833333333333333,62.06805555555555,0.8046350767259728,8.979189657254572,2823,55.68898335104499,-3.3818519933265634
