step,mean_queue,mean_wait,mean_speed
100000,38.15,1008.4555555555555,1.9726225045485604
10000,112.875,60640.48611111111,1.6279113485983847
110000,41.275,946.4305555555555,1.9095431591534628
120000,42.50833333333333,861.6277777777777,1.9035945548211424
130000,46.083333333333336,647.6666666666666,1.809679404119032
140000,45.67777777777778,338.13055555555553,1.8298178650331698
150000,36.13611111111111,202.98333333333332,2.026197940941068
160000,39.00555555555555,235.97222222222223,1.996139995265783
170000,37.57222222222222,292.7111111111111,2.0190202807711244
180000,40.05277777777778,240.60833333333332,1.9402600629134397
190000,41.980555555555554,266.43888888888887,1.8992023103968785
200000,42.077777777777776,269.4527777777778,1.8930589096959012
20000,51.955555555555556,14725.605555555556,1.762685181947531
30000,51.65833333333333,13416.772222222222,1.7766058762293642
40000,46.513888888888886,4009.302777777778,1.8419377649527253
50000,42.31388888888889,2218.1222222222223,1.8954146585446583
60000,31.958333333333332,301.73333333333335,2.0727783002445186
70000,40.825,970.9916666666667,1.9126039441402705
80000,41.28055555555556,1115.3861111111112,1.9083299573577117
90000,40.65833333333333,561.4972222222223,1.9407196202868653
999999,40.90833333333333,257.34444444444443,1.9193834039202304
