step,mean_queue,mean_wait,mean_speed
100000,38.82222222222222,2625.038888888889,2.4254861687026166
10000,112.52777777777777,59911.40277777778,1.627531507790263
110000,33.99444444444445,1817.463888888889,2.517664048602863
120000,24.425,784.3027777777778,2.684585208217748
130000,33.58611111111111,1708.9583333333333,2.496453511556308
140000,30.988888888888887,1383.6444444444444,2.551349551168701
150000,32.55,1516.85,2.552470179530195
160000,34.18055555555556,1736.0833333333333,2.508698024502741
170000,22.758333333333333,595.9388888888889,2.714682978119403
180000,23.322222222222223,575.1472222222222,2.713196315338304
190000,20.488888888888887,399.9888888888889,2.7821306578916887
200000,20.011111111111113,375.77777777777777,2.773306709549485
20000,113.38888888888889,60865.197222222225,1.636082327648334
30000,81.78333333333333,31256.466666666667,1.9398838061215458
40000,71.98611111111111,27365.366666666665,1.957344742234296
50000,67.05277777777778,25197.68611111111,1.9823533454186628
60000,56.61666666666667,11447.883333333333,2.1531545941881847
70000,54.638888888888886,8992.727777777778,2.222018984248523
80000,48.202777777777776,7291.4944444444445,2.3123709213234855
90000,47.75277777777778,4983.325,2.3227665303930167
999999,20.81388888888889,480.0722222222222,2.7671373679339646
