step,mean_queue,mean_wait,mean_speed
100000,62.13055555555555,21982.716666666667,1.6565523721435977
10000,112.81666666666666,60477.13333333333,1.6227387845848826
110000,58.00833333333333,18694.480555555554,1.6918707460156586
120000,55.83888888888889,18850.56388888889,1.7905937368457943
130000,61.727777777777774,22075.75277777778,1.6785918830072597
140000,36.31666666666667,3826.722222222222,2.1067856170445896
150000,62.766666666666666,22061.244444444445,1.627685092472068
160000,57.541666666666664,21030.147222222222,1.9133847004679858
170000,70.10555555555555,27359.233333333334,1.7789113909886618
180000,63.49166666666667,23950.825,1.7936557416835854
190000,63.041666666666664,23154.266666666666,1.7527488194485894
200000,55.416666666666664,18837.76111111111,1.8026584710705884
20000,113.06388888888888,60492.86666666667,1.6270587352988994
30000,58.638888888888886,18715.516666666666,1.6771267346467196
40000,62.80277777777778,22105.641666666666,1.6181840944384167
50000,62.602777777777774,22147.319444444445,1.6415840534927046
60000,58.37222222222222,18709.94722222222,1.683380763715647
70000,60.225,15514.31388888889,1.658251822427058
80000,62.90555555555556,22061.13611111111,1.6242369878722707
90000,56.18888888888889,18975.058333333334,1.7939565337622292
999999,47.125,4331.791666666667,1.8118443798252966
