timestep,loss,value_loss,entropy_loss,approx_kl,clip_fraction,explained_variance,policy_gradient_loss
200,,,,,,,
400,17.75003433227539,37.368159770965576,-3.6888766050338746,1.3232231e-07,0.0,-0.020946383476257324,-0.0001424741966363996
600,6.411620616912842,13.254253101348876,-3.688875514268875,2.6285647e-07,0.0,-0.0023189783096313477,-0.0001608604128477964
800,13.716476440429688,30.14527635574341,-3.6888746440410616,1.0848045e-07,0.0,0.006994724273681641,-7.35090222541146e-05
1000,32.898826599121094,48.483660745620725,-3.6888740956783295,3.9339064e-08,0.0,0.006640315055847168,-5.2399247511303314e-05
1200,4.554592132568359,8.394071412086486,-3.6888740181922914,1.731515e-07,0.0,0.053203284740448,-0.0001225631519485404
1400,13.145588874816895,24.44193353652954,-3.6888739228248597,1.0102988e-07,0.0,0.02171194553375244,-9.207303772269526e-05
1600,5.5225958824157715,12.504776108264924,-3.688872665166855,1.2388825e-06,0.0,-0.01900458335876465,-0.0003710732089258539
1800,8.540225982666016,18.457571172714232,-3.688871419429779,8.9108944e-08,0.0,-0.01641559600830078,-7.40877238852189e-05
2000,4.218008995056152,7.9082507491111755,-3.6888711988925933,2.5570392e-07,0.0,0.010295212268829346,-0.00014494786408016935
2200,10.942736625671387,19.16991033554077,-3.688870906829834,7.599592e-08,0.0,-0.0029178857803344727,-9.085845895473454e-05
2400,8.345087051391602,18.509227132797243,-3.6888706028461455,1.8507242e-07,0.0,-0.029267191886901855,-0.0001222174390161479
2600,17.779455184936523,30.606642627716063,-3.6888704717159273,9.179115e-08,0.0,0.0013666152954101562,-8.199454521262695e-05
2800,14.318416595458984,22.70499403476715,-3.6888700127601624,1.8149615e-07,0.0,-0.015408754348754883,-0.000121510989786211
3000,9.237908363342285,16.522376322746275,-3.6888700485229493,5.8412553e-08,0.0,0.0009136795997619629,-6.417584408238141e-05
3200,9.573342323303223,17.02874207496643,-3.6888701379299165,4.4196844e-07,0.0,-0.0082014799118042,-0.00019361452590920257
3400,4.124752521514893,8.179466247558594,-3.688870185613632,8.949637e-07,0.0,0.029940009117126465,-0.00035314527262766406
3600,4.961376667022705,10.291722023487091,-3.6888689279556273,7.31647e-07,0.0,-0.022033214569091797,-0.00024150579927482153
3800,9.754432678222656,19.335278844833375,-3.6888671875,7.0035455e-08,0.0,0.007531285285949707,-6.680685287161481e-05
4000,20.476154327392578,49.8325927734375,-3.688865900039673,3.2782554e-09,0.0,-0.036789894104003906,-2.9830545238063165e-05
4200,10.524897575378418,20.110109972953797,-3.6888663828372956,3.8444995e-08,0.0,-0.024111270904541016,-5.9820719662750935e-05
4400,11.876618385314941,26.73007264137268,-3.6888664960861206,1.5497207e-08,0.0,0.004877626895904541,-4.309259361363615e-05
4600,3.89241361618042,9.422194492816924,-3.6888657927513124,2.6881696e-07,0.0,0.031771838665008545,-0.00014384625139243212
4800,6.714126110076904,12.33866000175476,-3.688864600658417,1.7941e-07,0.0,0.01437908411026001,-0.00014168492013686418
5000,7.935319900512695,15.863804817199707,-3.688864600658417,6.198883e-08,0.0,0.012417912483215332,-7.380731402258922e-05
5200,22.31062126159668,36.36670784950256,-3.6888637602329255,1.4901161e-08,0.0,0.014519035816192627,-3.96251680364168e-05
