step,mean_queue,mean_wait,mean_speed
100000,77.13333333333334,37254.60555555556,1.8932304169801815
10000,113.08888888888889,60351.74166666667,1.6286837647581547
110000,76.97777777777777,37493.686111111114,1.902457187195917
120000,32.12777777777778,1972.5388888888888,2.5317537347892753
130000,54.86944444444445,7300.738888888889,2.1442179700441715
140000,37.580555555555556,2222.2944444444443,2.434914093834111
150000,47.452777777777776,4535.572222222222,2.295671272402999
160000,39.33611111111111,2629.2083333333335,2.4145837705412254
170000,33.83888888888889,1456.5333333333333,2.490537605479643
180000,46.48888888888889,4075.3416666666667,2.3026178042296164
190000,44.797222222222224,3905.288888888889,2.3450087955297056
200000,35.44166666666667,1926.1083333333333,2.451931474467098
20000,113.32222222222222,60621.666666666664,1.6289771899618788
30000,113.20555555555555,61771.063888888886,1.6273161917639891
40000,112.88333333333334,60961.88055555556,1.6357317954941597
50000,109.40277777777777,53940.87222222222,1.6845771901430446
60000,100.96666666666667,43255.080555555556,1.7400673869980412
70000,99.32222222222222,42945.794444444444,1.7497559008476382
80000,92.39722222222223,39966.85833333333,1.8020218298386885
90000,84.16666666666667,38079.563888888886,1.8698561242236482
999999,35.28333333333333,1831.65,2.47270050292536
