step,mean_queue,mean_wait,mean_speed
100000,45.294444444444444,1642.1638888888888,1.8443214148841394
10000,115.06666666666666,80683.03611111111,1.1491571887779568
110000,45.855555555555554,1461.9555555555555,1.826486859973864
120000,47.16111111111111,1570.6944444444443,1.801935840664537
130000,45.24166666666667,1695.0388888888888,1.8501568706128921
140000,45.46388888888889,1683.1027777777779,1.84574007861257
150000,46.583333333333336,1743.625,1.8325849608217588
160000,47.12777777777778,1582.3583333333333,1.81323483969324
170000,45.022222222222226,1488.8472222222222,1.8593865636124576
180000,46.06111111111111,1396.6222222222223,1.8423225179552736
190000,42.00277777777778,1432.2472222222223,1.8943924907135996
200000,44.391666666666666,1407.1472222222221,1.8752970100676956
20000,52.125,14768.197222222223,1.7595916090506996
30000,34.05,820.2166666666667,2.0216786635031903
40000,42.38055555555555,2467.6194444444445,1.9020230084366894
50000,30.341666666666665,151.925,2.091928171753678
60000,29.844444444444445,114.23333333333333,2.1010986277795554
70000,40.81111111111111,961.9333333333333,1.923366974956705
80000,43.922222222222224,1282.713888888889,1.8747752592474227
90000,45.611111111111114,1656.7166666666667,1.8370777610921347
999999,44.43611111111111,1561.9972222222223,1.861866865659839
