step,mean_queue,mean_wait,mean_speed
100000,46.791666666666664,232.2861111111111,1.6908853852785897
10000,112.88055555555556,60701.46666666667,1.6237108100132465
110000,45.24166666666667,220.7138888888889,1.7535981651788513
120000,40.605555555555554,197.98055555555555,1.8403617863928805
130000,37.06388888888889,490.39722222222224,1.9444043401014484
140000,36.55277777777778,450.49444444444447,1.9581547024551198
150000,43.62222222222222,210.07777777777778,1.795507717806296
160000,38.49166666666667,1153.4138888888888,1.9439167230862735
170000,39.12222222222222,1165.1916666666666,1.9340353439730893
180000,37.855555555555554,1268.075,1.9600082226840327
190000,37.169444444444444,1105.8638888888888,1.9799108066437419
200000,36.21388888888889,816.5111111111111,1.9899537299192271
20000,58.62222222222222,18716.152777777777,1.6750958058405612
30000,58.80277777777778,18642.675,1.6732231692528656
40000,42.05277777777778,3674.572222222222,1.8842403385769633
50000,43.580555555555556,1956.8055555555557,1.8637265478405605
60000,46.38611111111111,230.14166666666668,1.709412066494786
70000,42.375,669.4555555555555,1.835570571748895
80000,41.44166666666667,1339.6944444444443,1.8719816817066297
90000,47.791666666666664,238.1861111111111,1.698316468407213
999999,37.44444444444444,1008.7388888888889,1.972830326903185
