algo,reward,seed,mean_queue,mean_wait,mean_wait_per_veh,mean_speed,throughput,mean_travel_time,total_reward
fixed,-,-,14.376388888888888,417.52916666666664,6.621676529908819,6.340830271527021,2797,76.59277797640328,-4.846326145809144
ddqn,pressure,s999,1.8291666666666666,48.91388888888889,0.6727715614045338,9.05768221940926,2821,54.95923431407302,-0.7879032192140585
ddqn,wait-clip,s9999,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ddqn,pressure,s42,2.2222222222222223,76.34305555555555,0.9502853568421873,8.835009181731278,2819,57.96913799219581,-0.9305555448227096
dqn,pressure,s9999,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ddqn,pressure,s123,2.826388888888889,76.37638888888888,1.7038501813854539,8.734157544975437,2818,56.669623846699785,-1.256272387552599
dqn,pressure,s999,1.9277777777777778,52.53194444444444,0.7047868184461211,9.00396367322369,2820,55.322695035460995,-0.8368279451242415
ddqn,pressure,s9999,2.4555555555555557,45.736111111111114,0.7109864099599679,8.732545017852171,2821,56.85395249911379,-1.0575268627580954
ddqn,pressure,s2025,2.55,59.74861111111111,0.7879368242088497,8.719939769090924,2819,57.58247605533877,-1.076523285577423
ddqn,queue,s2718,2.5388888888888888,64.08333333333333,0.8934041856447494,8.650658543485745,2815,57.96092362344583,-1.066935466704308
dqn,pressure,s2718,2.738888888888889,46.855555555555554,0.7026190566731417,8.69357316661222,2819,57.01135154310039,-1.1586917422609986
ddqn,wait-clip,s42,2.2194444444444446,50.22361111111111,0.6591232072665564,8.989231723020993,2818,55.6973030518098,-0.9370071522789658
ddqn,queue,s42,3.511111111111111,73.675,0.9348643884492772,8.438074816076911,2819,59.56722241929762,-1.4314516033700784
dqn,queue,s123,3.551388888888889,57.24166666666667,0.8220275383864046,8.34612550895686,2818,60.06210078069553,-1.468637976278842
dqn,wait-clip,s314,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ddqn,wait-clip,s123,2.2194444444444446,50.22361111111111,0.6591232072665564,8.989231723020993,2818,55.6973030518098,-0.9370071522789658
ddqn,queue,s9999,2.4402777777777778,56.359722222222224,0.6974443376378435,8.878656163719802,2821,56.573909961006734,-1.0014336810272653
ddqn,queue,s123,2.036111111111111,50.175,0.656765695998332,8.962444079056898,2822,55.558114812189935,-0.880107516204589
ddqn,wait-clip,s2025,2.2194444444444446,50.22361111111111,0.6591232072665564,8.989231723020993,2818,55.6973030518098,-0.9370071522789658
ddqn,queue,s777,2.376388888888889,49.2125,0.7643866351439657,8.772550589831809,2818,56.35734563520227,-0.9960573370044585
dqn,pressure,s123,2.3361111111111112,53.9375,0.767571756538227,8.831213488421124,2818,56.903832505322924,-0.9783154026226839
ddqn,queue,s2025,2.7777777777777777,45.4,0.646602730754738,8.68729210387776,2823,57.30605738575983,-1.1799283039217698
ddqn,wait-clip,s777,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,wait-clip,s9999,2.415277777777778,67.68333333333334,0.8361498587058027,8.769028239838859,2822,57.882707299787384,-1.021505365453777
dqn,wait-clip,s2025,1.8430555555555554,57.641666666666666,0.8192600149980646,8.955263819432687,2819,55.69350833628946,-0.8139784875820624
ppo,queue,s777,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,queue,s42,3.348611111111111,69.04722222222222,1.288811694741943,8.548882927267814,2819,58.37708407236609,-1.3697132593224524
dqn,wait-clip,s123,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,wait-clip,s777,2.9166666666666665,82.93333333333334,1.659574034732427,8.576624543917921,2812,58.652204836415365,-1.2234766932961065
ppo,queue,s9999,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,queue,s999,2.7263888888888888,69.96527777777777,0.9862745713110747,8.58115290736345,2818,57.986160397445,-1.2028673600628585
dqn,pressure,s777,3.673611111111111,74.3125,1.2764237854451517,8.458482111238663,2817,58.7362442314519,-1.420967722486239
dqn,queue,s777,2.3666666666666667,54.12638888888889,0.7556932273603925,8.797378073673768,2818,56.88431511710433,-0.9829748973934329
dqn,wait-clip,s999,2.3722222222222222,48.975,0.7105235765546906,8.87835218310916,2818,56.030872959545775,-1.008960560808191
ppo,queue,s42,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,pressure,s2718,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,wait-clip,s2025,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,pressure,s9999,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,queue,s314,2.5625,57.76111111111111,0.8199689042508022,8.61196012878389,2821,58.02906770648706,-1.0915770443098154
ppo,pressure,s777,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,wait-clip,s123,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,pressure,s42,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,pressure,s999,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,queue,s2025,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ddqn,queue,s314,2.727777777777778,48.702777777777776,0.7246949654291878,8.630662932753031,2820,57.388297872340424,-1.1960573393444065
ddqn,queue,s999,3.1680555555555556,51.861111111111114,1.078249791551261,8.636581299933209,2819,56.36750620787513,-1.3164874419599073
random,-,0,21.615277777777777,590.7875,7.090171167909572,5.168682142424058,2818,96.91447835344216,-7.317473092334694
ddqn,wait-clip,s314,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,pressure,s2025,2.1444444444444444,47.984722222222224,0.7070091288053979,8.925884613506078,2817,55.2484913028044,-0.898028667892504
ddqn,wait-clip,s999,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,pressure,s314,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,pressure,s42,2.1152777777777776,42.68611111111111,0.6297664052574904,8.926817230319495,2818,55.61213626685593,-0.9388888773610233
ddqn,wait-clip,s2718,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,wait-clip,s2718,2.404166666666667,53.925,0.7176780731774514,8.871982379130662,2822,56.59815733522325,-1.0136200577981072
ppo,pressure,s2025,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,queue,s314,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,queue,s123,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,queue,s2025,2.772222222222222,45.5125,0.6971522067094835,8.666906318094515,2821,56.990428925912795,-1.198387082258705
ppo,pressure,s123,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
dqn,queue,s9999,2.0416666666666665,50.50694444444444,0.6476351096828113,8.9422662292192,2820,56.593971631205676,-0.8514336810039822
ppo,wait-clip,s314,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,wait-clip,s42,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,queue,s2718,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ppo,queue,s999,1.8666666666666667,46.05694444444445,0.6719155433510975,9.037095818568693,2822,54.73777462792346,-0.8215053652020288
ddqn,pressure,s314,16.163888888888888,32306.334722222222,190.02721521095012,5.237562711872834,2553,58.28632980806894,-5.528225779555214
ddqn,pressure,s777,15.658333333333333,32277.094444444443,190.25830201148545,5.471701675845822,2554,55.00391542678152,-5.315860206450452
dqn,queue,s2718,18.566666666666666,33809.65694444445,187.13102366285764,5.067635007575578,2517,58.615415176797775,-5.900179240117723
webster,-,-,33.37638888888889,669.6172222222223,6.181335565917887,3.7831084731405555,2743,133.45060153117026,0.0
ddqn,pressure,s2718,27.043055555555554,60087.99444444444,257.0166766903653,4.624465476433357,2395,54.07098121085595,-8.703673907242774
ppo,wait-clip,s9999,2.0166666666666666,59.41388888888889,0.8332351841166263,8.849948861211102,2823,56.67375132837407,-0.8693548275841749
ppo,wait-clip,s777,2.234722222222222,48.701388888888886,0.6315464454820089,8.922372399088461,2824,56.57577903682719,-0.950358409761975
ppo,wait-clip,s999,17.56111111111111,32914.819444444445,185.18709777871626,5.454381348109578,2528,54.703322784810126,-5.678853033699852
dqn,pressure,s314,58.53333333333333,203668.30833333332,515.6953231825077,2.928535700214525,1499,52.134756504336224,-15.580824388460314
dqn,wait-clip,s42,58.24305555555556,246963.29444444444,591.6277332145853,1.9975823730413356,1429,71.11616515045486,-15.662544851598796
ppo,wait-clip,s2718,61.50138888888889,282431.25,627.2503019145506,2.7778713330181684,1359,48.841059602649004,-16.53467736037419
