step,mean_queue,mean_wait,mean_speed
100000,36.03333333333333,212.04166666666666,2.0466900240439077
10000,51.94444444444444,14789.572222222223,1.7654706483402214
110000,35.141666666666666,192.24444444444444,2.0556260155042043
120000,36.147222222222226,216.4361111111111,2.052954359761301
130000,94.625,50512.63333333333,0.8151852124752095
140000,35.08888888888889,189.70555555555555,2.061338900250223
150000,79.2388888888889,28168.316666666666,1.1363350550251734
160000,33.43055555555556,161.9138888888889,2.073107595314751
170000,34.49166666666667,178.16666666666666,2.072109970848218
180000,64.68333333333334,12683.752777777778,1.4353815883513108
190000,124.45,107475.68055555556,0.22953275842442666
200000,34.725,207.4638888888889,2.062498124980935
20000,52.05,14905.263888888889,1.7729125384723372
30000,51.41388888888889,11290.81388888889,1.7767895380599297
40000,33.233333333333334,278.50555555555553,2.077268911889722
50000,35.33888888888889,186.9,2.0714813011366404
60000,34.125,432.9277777777778,2.0403946766020544
70000,33.852777777777774,178.98333333333332,2.0696281007442123
80000,35.48888888888889,703.6777777777778,2.0146712933747564
90000,38.71666666666667,933.0472222222222,1.9543167321701633
999999,35.06388888888889,195.24722222222223,2.0721080789654684
