step,mean_queue,mean_wait,mean_speed
100000,30.377777777777776,1254.6555555555556,2.5877311178280626
10000,112.73333333333333,60562.194444444445,1.6221972349295362
110000,26.283333333333335,875.6805555555555,2.6289909973871413
120000,20.32777777777778,440.31944444444446,2.770698346239734
130000,19.458333333333332,321.5027777777778,2.798897313286157
140000,22.083333333333332,477.7527777777778,2.7130685874157816
150000,19.069444444444443,259.4916666666667,2.753266579894979
160000,18.880555555555556,236.20277777777778,2.7962074991822914
170000,18.580555555555556,207.01111111111112,2.7551713088692464
180000,19.47222222222222,252.275,2.76292068065064
190000,18.90277777777778,221.34166666666667,2.753556829424307
200000,19.808333333333334,256.23333333333335,2.7583887300459917
20000,113.74722222222222,61231.08611111111,1.6332950656331342
30000,112.91111111111111,60361.74722222222,1.6363092443193115
40000,107.43055555555556,49383.52222222222,1.6844671944594376
50000,106.82222222222222,50581.791666666664,1.691766568681132
60000,78.41666666666667,27101.266666666666,1.9221583791110586
70000,46.80277777777778,5536.972222222223,2.2929913209212867
80000,40.916666666666664,3484.8555555555554,2.386282314241421
90000,36.794444444444444,2249.3694444444445,2.4454432260125367
999999,19.1,217.38888888888889,2.7594423622475412
